Format Version,1.25,Take Name,Take 2026-01-05 06.23.38 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-01-05 06.23.39.046 下午,Capture Start Frame,526605,Total Frames in Take,2426,Total Exported Frames,2426,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker
,Name,Unlabeled 1175,Unlabeled 1175,Unlabeled 1175
,ID,"22B:C34CB1E4EA1611F0","22B:C34CB1E4EA1611F0","22B:C34CB1E4EA1611F0"
,Parent,,,
,,Position,Position,Position
Frame,Time (Seconds),X,Y,Z
1154,9.616667,-179.982437,173.788071,140.391403
1155,9.625000,-180.172958,173.961166,139.829788
1156,9.633333,-180.349396,174.142044,139.280289
1157,9.641667,-180.543869,174.092773,138.773163
1158,9.650000,-180.792603,173.995270,138.352020
1159,9.658333,-181.018112,174.290054,137.634354
1160,9.666667,-181.178101,174.173309,137.085327
1161,9.675000,-181.353577,173.999817,136.627655
1162,9.683333,-181.522705,174.147461,136.017807
1163,9.691667,-181.667816,174.254684,135.294998
1164,9.700000,-181.791733,174.185318,134.825729
1165,9.708333,-181.918610,174.224228,134.326202
1166,9.716667,-182.060211,174.452988,133.487076
1167,9.725000,-182.176163,174.533722,132.942154
1168,9.733333,-182.308487,174.518890,132.436279
1169,9.741667,-182.441116,174.678757,131.645935
1170,9.750000,-182.611847,174.863663,130.999725
1171,9.758333,-182.759644,174.651108,130.388458
1172,9.766667,-182.936157,174.769363,129.755875
1173,9.775000,-183.137390,174.853012,129.104889
1174,9.783333,-183.296829,174.758682,128.463303
1175,9.791667,-183.478989,174.791351,127.854813
1176,9.800000,-183.638733,175.009262,127.012833
1177,9.808333,-183.828140,175.031662,126.470131
1178,9.816667,-184.023972,175.151016,125.859367
1179,9.825000,-184.365356,175.184418,125.149567
1180,9.833333,-184.581268,174.974304,124.684082
1181,9.841667,-184.778732,175.125137,123.930511
1182,9.850000,-185.041977,175.223770,123.280937
1183,9.858333,-185.238129,175.169510,122.780151
1184,9.866667,-185.459152,175.403778,121.951111
1185,9.875000,-185.652466,175.573425,121.341171
1186,9.883333,-185.861099,175.609634,120.839142
1187,9.891667,-186.036682,175.793503,120.093361
1188,9.900000,-186.237930,175.923218,119.485550
1189,9.908333,-186.464417,175.770325,118.964851
1190,9.916667,-186.653992,175.925903,118.240623
1191,9.925000,-187.047531,175.734131,117.839821
1192,9.933333,-187.263763,175.612595,117.161194
1193,9.941667,-187.524933,175.624039,116.517776
1194,9.950000,-187.761536,175.487000,115.790466
1195,9.958333,-187.991806,175.298203,115.275406
1196,9.966667,-188.210846,175.280273,114.496223
1197,9.975000,-188.401230,175.280090,113.859421
1198,9.983333,-188.579376,174.975327,113.375771
1199,9.991667,-188.726166,174.964828,112.729927
1200,10.000000,-188.921356,174.994705,112.128654
1201,10.008333,-189.106323,174.777634,111.491364
1202,10.016667,-189.339355,174.635544,110.949135
1203,10.025000,-189.698471,174.443756,110.405830
1204,10.033333,-189.945557,174.294037,109.899239
1205,10.041667,-190.116837,174.208664,109.445038
1206,10.050000,-190.275192,174.504028,108.606232
1207,10.058333,-190.446808,174.495743,108.132584
1208,10.066667,-190.600891,174.562622,107.644096
1209,10.075000,-190.791916,174.672195,106.925171
1210,10.083333,-191.005035,174.752762,106.354523
1211,10.091667,-191.230988,174.605316,105.841385
1212,10.100000,-191.442322,174.697098,105.172653
1213,10.108333,-191.687485,174.781906,104.607048
1214,10.116667,-192.043945,174.518127,104.170059
1215,10.125000,-192.314972,174.540009,103.618210
1216,10.133333,-192.495026,174.748917,102.882217
1217,10.141667,-192.700134,174.589233,102.445930
1218,10.150000,-192.892395,174.745392,101.891747
1219,10.158333,-193.063553,175.044907,101.304527
1220,10.166667,-193.233078,175.121918,100.651901
1221,10.175000,-193.440659,175.289932,100.094246
1222,10.183333,-193.713760,175.426819,99.369064
1223,10.191667,-193.939163,175.277008,98.837692
1224,10.200000,-194.456268,174.925507,98.476540
1225,10.208333,-194.736115,174.942978,97.706696
1226,10.216667,-195.021622,174.841370,97.183685
1227,10.225000,-195.254196,175.011185,96.303398
1228,10.233333,-195.463623,174.978104,95.718307
1229,10.241667,-195.644165,174.941818,95.084167
1230,10.250000,-195.804916,175.139435,94.357605
1231,10.258333,-195.976837,175.144211,93.794617
1232,10.266667,-196.129227,174.987869,93.096001
1233,10.275000,-196.324341,175.156738,92.390144
1234,10.283333,-196.560623,174.957260,91.731689
1235,10.291667,-196.679749,174.840240,91.150436
1236,10.300000,-196.911087,174.839600,90.317398
1237,10.308333,-197.063858,174.765137,89.633781
1238,10.316667,-197.204575,174.517654,89.092545
1239,10.325000,-197.357391,174.615723,88.231606
1240,10.333333,-197.521347,174.539551,87.609192
1241,10.341667,-197.673538,174.348526,86.987724
1242,10.350000,-197.815765,174.360062,86.293808
1243,10.358333,-198.074295,174.050827,85.822189
1244,10.366667,-198.166473,174.044189,85.284149
1245,10.375000,-198.097672,174.221649,84.462349
1246,10.383333,-198.145615,174.316788,83.743774
1247,10.391667,-198.194519,174.339233,83.196426
1248,10.400000,-198.236420,174.369247,82.606041
1249,10.408333,-198.209076,174.528351,82.034233
1250,10.416667,-198.318237,174.488953,81.425392
1251,10.425000,-198.267471,174.620056,80.786819
1252,10.433333,-198.305695,174.658279,80.314240
1253,10.441667,-198.381897,174.473572,79.799355
1254,10.450000,-198.395706,174.553665,79.131973
1255,10.458333,-198.466492,174.483688,78.621681
1256,10.466667,-198.559769,174.350235,77.997322
1257,10.475000,-198.589951,174.156891,77.501633
1258,10.483333,-198.659958,174.082458,76.834045
1259,10.491667,-198.699249,174.098633,76.229355
1260,10.500000,-198.724152,174.009430,75.675415
1261,10.508333,-198.714310,173.899506,75.158981
1262,10.516667,-198.709061,173.760513,74.698013
1263,10.525000,-198.539124,174.050568,73.903343
1264,10.533333,-198.499741,174.123642,73.340958
1265,10.541667,-198.453171,174.238617,72.656075
1266,10.550000,-198.427994,173.980743,72.214806
1267,10.558333,-198.345032,174.015732,71.591499
1268,10.566667,-198.346008,173.886887,71.125191
1269,10.575000,-198.353348,173.683899,70.502174
1270,10.583333,-198.323959,173.657471,69.962608
1271,10.591667,-198.270615,173.548981,69.373405
1272,10.600000,-198.254395,173.329987,68.869324
1273,10.608333,-198.074753,173.456177,68.176987
1274,10.616667,-197.999725,173.570892,67.554092
1275,10.625000,-197.852325,173.677139,66.877586
1276,10.633333,-197.812637,173.573380,66.416245
1277,10.641667,-197.790161,173.458511,65.875908
1278,10.650000,-197.726013,173.340988,65.367645
1279,10.658333,-197.695511,173.162354,64.935471
1280,10.666667,-197.666992,173.196960,64.203377
1281,10.675000,-197.515579,173.342072,63.496605
1282,10.683333,-197.459076,173.363831,62.848969
1283,10.691667,-197.375519,173.150055,62.295620
1284,10.700000,-197.261948,173.210144,61.786072
1285,10.708333,-197.221420,173.038132,61.231750
1286,10.716667,-197.127319,173.013214,60.659920
1287,10.725000,-197.076096,173.009033,60.200275
1288,10.733333,-196.993484,172.999008,59.560852
1289,10.741667,-196.795502,173.118347,58.871944
1290,10.750000,-196.694046,173.077316,58.331558
1291,10.758333,-196.563644,173.224350,57.646614
1292,10.766667,-196.515701,173.119186,57.162220
1293,10.775000,-196.467987,172.866562,56.597443
1294,10.783333,-196.438660,172.769073,56.046215
1295,10.791667,-196.362473,172.614349,55.459740
1296,10.800000,-196.181259,172.576477,54.842903
1297,10.808333,-196.055115,172.635696,54.184139
1298,10.816667,-195.944626,172.635925,53.661755
1299,10.825000,-195.808289,172.529633,53.067867
1300,10.833333,-195.763992,172.455597,52.659908
1301,10.841667,-195.705566,172.370270,52.107597
1302,10.850000,-195.700623,172.189163,51.617725
1303,10.858333,-195.691025,172.018616,51.203331
1304,10.866667,-195.513901,172.308640,50.390572
1305,10.875000,-195.433502,172.314774,49.837963
1306,10.883333,-195.275146,172.470657,49.297554
1307,10.891667,-195.241470,172.326935,48.844460
1308,10.900000,-195.127090,172.385620,48.335667
1309,10.908333,-195.064117,172.315216,47.961750
1310,10.916667,-194.970871,172.262146,47.421028
1311,10.925000,-194.811859,172.394669,46.732533
1312,10.933333,-194.763245,172.278397,46.263359
1313,10.941667,-194.728638,172.138901,45.692226
1314,10.950000,-194.638199,171.959900,45.100071
1315,10.958333,-194.708237,171.605377,44.632637
1316,10.966667,-194.647293,171.391266,44.026772
1317,10.975000,-194.644836,171.202499,43.554688
1318,10.983333,-194.584213,171.040817,43.034851
1319,10.991667,-194.507919,170.926758,42.553421
1320,11.000000,-194.240509,170.992020,41.947693
1321,11.008333,-194.076111,170.993790,41.491100
1322,11.016667,-193.878250,171.041809,40.951870
1323,11.025000,-193.804596,170.836746,40.604805
1324,11.033333,-193.745529,170.699860,40.129971
1325,11.041667,-193.683472,170.697388,39.594238
1326,11.050000,-193.643982,170.577026,39.224888
1327,11.058333,-193.406982,170.642319,38.534863
1328,11.066667,-193.317505,170.587769,38.021854
1329,11.075000,-193.157715,170.709747,37.532215
1330,11.083333,-193.108551,170.567261,37.079674
1331,11.091667,-192.998627,170.448196,36.672253
1332,11.100000,-192.905441,170.422195,36.254230
1333,11.108333,-192.688660,170.716644,35.627865
1334,11.116667,-192.588715,170.663162,35.185177
1335,11.125000,-192.490204,170.551285,34.650303
1336,11.133333,-192.357056,170.691498,34.188171
1337,11.141667,-192.374725,170.508392,33.741184
1338,11.150000,-192.298965,170.455307,33.217575
1339,11.158333,-192.256729,170.294418,32.863899
1340,11.166667,-192.186386,170.325485,32.326141
1341,11.175000,-192.116501,170.341400,31.899855
1342,11.183333,-191.862793,170.535172,31.310909
1343,11.191667,-191.677444,170.568680,30.834417
1344,11.200000,-191.525101,170.632446,30.391010
1345,11.208333,-191.374878,170.660034,29.911913
1346,11.216667,-191.273331,170.600723,29.503445
1347,11.225000,-191.000961,170.614594,28.903164
1348,11.233333,-190.853165,170.582840,28.406736
1349,11.241667,-190.624680,170.590271,27.893122
1350,11.250000,-190.529388,170.353775,27.384771
1351,11.258333,-190.388245,170.266632,26.865757
1352,11.266667,-190.112717,170.362488,26.296856
1353,11.275000,-189.867798,170.264893,25.784554
1354,11.283333,-189.629196,170.312973,25.302900
1355,11.291667,-189.391159,170.372345,24.871204
1356,11.300000,-189.023117,170.594040,24.267490
1357,11.308333,-188.705536,170.648010,23.803875
1358,11.316667,-188.434189,170.775269,23.356501
1359,11.325000,-188.213623,170.813354,22.944885
1360,11.333333,-187.795547,171.091309,22.285818
1361,11.341667,-187.519714,171.145248,21.824099
1362,11.350000,-187.269150,171.223709,21.352755
1363,11.358333,-186.909561,171.360336,20.768253
1364,11.366667,-186.573624,171.386917,20.248486
1365,11.375000,-186.289322,171.438309,19.743729
1366,11.383333,-185.894409,171.564606,19.145031
1367,11.391667,-185.517395,171.544464,18.626858
1368,11.400000,-185.173996,171.661652,18.094389
1369,11.408333,-184.707367,171.859009,17.423073
1370,11.416667,-184.230865,171.929123,16.886402
1371,11.425000,-183.869110,171.839203,16.410282
1372,11.433333,-183.328979,171.960968,15.747102
1373,11.441667,-182.883896,171.880798,15.196662
1374,11.450000,-182.358093,171.926193,14.523976
1375,11.458333,-181.850143,171.761978,13.891155
1376,11.466667,-181.319061,171.767838,13.261649
1377,11.475000,-180.798019,171.561996,12.691526
1378,11.483333,-180.206802,171.579605,11.994557
1379,11.491667,-179.629379,171.433090,11.463835
1380,11.500000,-179.051682,171.363968,10.809186
1381,11.508333,-178.463898,171.179276,10.193686
1382,11.516667,-177.893814,171.188721,9.548005
1383,11.525000,-177.341339,171.006500,8.950866
1384,11.533333,-176.734558,171.042023,8.305172
1385,11.541667,-176.178314,170.912521,7.765398
1386,11.550000,-175.568741,170.961075,7.134992
1387,11.558333,-174.968231,170.968353,6.590408
1388,11.566667,-174.328537,170.988342,5.963035
1389,11.575000,-173.752136,171.039993,5.439405
1390,11.583333,-173.074814,171.037598,4.801127
1391,11.591667,-172.482956,171.111328,4.381890
1392,11.600000,-171.766922,171.204285,3.700516
1393,11.608333,-171.186371,171.259155,3.198355
1394,11.616667,-170.475571,171.506470,2.514444
1395,11.625000,-169.804337,171.490311,1.963661
1396,11.633333,-169.201218,171.549500,1.470360
1397,11.641667,-168.538239,171.502945,0.848940
1398,11.650000,-167.930893,171.634186,0.358598
1399,11.658333,-167.280090,171.624619,-0.252393
1400,11.666667,-166.683472,171.599808,-0.749734
1401,11.675000,-166.000519,171.713913,-1.381656
1402,11.683333,-165.385925,171.621658,-1.809807
1403,11.691667,-164.654083,171.841736,-2.473508
1404,11.700000,-163.910599,171.681824,-2.975749
1405,11.708333,-163.231216,171.830627,-3.522525
1406,11.716667,-162.565704,171.652496,-4.059388
1407,11.725000,-161.978531,171.640656,-4.542619
1408,11.733333,-161.342636,171.599075,-5.183359
1409,11.741667,-160.795853,171.529343,-5.630751
1410,11.750000,-160.263580,171.452408,-6.217361
1411,11.758333,-159.779770,171.161362,-6.747644
1412,11.766667,-159.272156,171.256805,-7.302886
1413,11.775000,-158.817307,170.887054,-7.690171
1414,11.783333,-158.405945,170.916275,-8.141832
1415,11.791667,-157.869308,171.116272,-8.700359
1416,11.800000,-157.403610,171.007019,-9.070155
1417,11.808333,-156.862091,171.361374,-9.513305
1418,11.816667,-156.396042,171.568497,-9.872570
1419,11.825000,-155.967972,171.621063,-10.206457
1420,11.833333,-155.488174,171.889175,-10.666562
1421,11.841667,-155.107529,172.025299,-11.088099
1422,11.850000,-154.782883,172.116226,-11.356956
1423,11.858333,-154.344650,172.337036,-11.885118
1424,11.866667,-154.014221,172.348358,-12.242659
1425,11.875000,-153.702499,172.368149,-12.570408
1426,11.883333,-153.258972,172.647583,-13.082087
1427,11.891667,-152.907379,172.697189,-13.421524
1428,11.900000,-152.548523,172.755905,-13.659097
1429,11.908333,-152.071243,173.061142,-14.151955
1430,11.916667,-151.707626,173.227234,-14.484887
1431,11.925000,-151.347168,173.207520,-14.766129
1432,11.933333,-150.876923,173.304642,-15.155200
1433,11.941667,-150.520157,173.420242,-15.555375
1434,11.950000,-150.043625,173.710083,-15.984323
1435,11.958333,-149.639420,173.655655,-16.298307
1436,11.966667,-149.229065,173.687653,-16.629797
1437,11.975000,-148.687485,173.943970,-17.064293
1438,11.983333,-148.239410,174.000732,-17.404690
1439,11.991667,-147.672791,174.142639,-17.932747
1440,12.000000,-147.236755,174.094116,-18.227917
1441,12.008333,-146.791718,174.193314,-18.514996
1442,12.016667,-146.269302,173.873367,-18.940823
1443,12.025000,-145.865479,173.816055,-19.299967
1444,12.033333,-145.325760,173.966812,-19.795256
1445,12.041667,-144.887192,173.758682,-20.137154
1446,12.050000,-144.460419,173.766846,-20.485405
1447,12.058333,-143.907639,173.992874,-20.962397
1448,12.066667,-143.469498,173.941986,-21.324701
1449,12.075000,-142.902573,174.102631,-21.825495
1450,12.083333,-142.499283,174.169373,-22.162817
1451,12.091667,-142.067993,174.033142,-22.488516
1452,12.100000,-141.509354,174.099182,-22.900517
1453,12.108333,-141.095749,174.138977,-23.255152
1454,12.116667,-140.517899,174.181808,-23.759413
1455,12.125000,-140.096741,174.146240,-24.107248
1456,12.133333,-139.633881,174.264465,-24.394508
1457,12.141667,-139.077164,174.369888,-24.940840
1458,12.150000,-138.601822,174.348053,-25.285110
1459,12.158333,-138.005463,174.620773,-25.817478
1460,12.166667,-137.514618,174.587860,-26.125231
1461,12.175000,-136.849091,174.628891,-26.481731
1462,12.183333,-136.336136,174.770126,-26.811136
1463,12.191667,-135.685577,174.952179,-27.249142
1464,12.200000,-135.172058,174.949966,-27.593618
1465,12.208333,-134.535049,175.181854,-28.053734
1466,12.216667,-134.041122,175.015747,-28.423899
1467,12.225000,-133.351517,174.899109,-28.773109
1468,12.233333,-132.816345,174.832474,-29.081392
1469,12.241667,-132.141434,174.885071,-29.545561
1470,12.250000,-131.589691,174.692856,-29.856682
1471,12.258333,-130.873978,174.796509,-30.367773
1472,12.266667,-130.236481,174.327652,-30.552422
1473,12.275000,-129.500305,174.503342,-30.970154
1474,12.283333,-128.896484,174.350784,-31.297419
1475,12.291667,-128.172211,174.321640,-31.675354
1476,12.300000,-127.498062,174.018021,-31.935017
1477,12.308333,-126.824188,173.950546,-32.326305
1478,12.316667,-126.207977,173.927628,-32.555870
1479,12.325000,-125.480431,173.903519,-32.985420
1480,12.333333,-124.708290,173.807648,-33.276398
1481,12.341667,-124.067932,173.643906,-33.532326
1482,12.350000,-123.276741,173.837585,-33.933361
1483,12.358333,-122.569992,173.534561,-34.117817
1484,12.366667,-121.740005,173.632050,-34.454342
1485,12.375000,-120.900330,173.782272,-34.805813
1486,12.383333,-120.187263,173.553955,-34.941326
1487,12.391667,-119.342789,173.640076,-35.287872
1488,12.400000,-118.598335,173.580948,-35.471794
1489,12.408333,-117.771614,173.421204,-35.786045
1490,12.416667,-116.893951,173.458557,-36.111176
1491,12.425000,-116.146111,173.430511,-36.349049
1492,12.433333,-115.237228,173.250229,-36.550877
1493,12.441667,-114.318642,173.458176,-36.907486
1494,12.450000,-113.508675,173.268951,-37.053314
1495,12.458333,-112.570282,173.265366,-37.360332
1496,12.466667,-111.600922,173.464828,-37.678299
1497,12.475000,-110.695457,173.149918,-37.724689
1498,12.483333,-109.787888,173.212204,-38.059151
1499,12.491667,-108.805420,173.180908,-38.293865
1500,12.500000,-107.878021,173.261032,-38.606861
1501,12.508333,-107.057785,173.000275,-38.795563
1502,12.516667,-106.108696,172.953659,-39.046032
1503,12.525000,-105.197990,173.063751,-39.414719
1504,12.533333,-104.367256,172.747360,-39.551350
1505,12.541667,-103.447128,172.841064,-39.898388
1506,12.550000,-102.520699,173.031570,-40.283577
1507,12.558333,-101.684448,172.760483,-40.408482
1508,12.566667,-100.776985,172.947479,-40.774338
1509,12.575000,-99.807281,172.949280,-41.118793
1510,12.583333,-98.864990,173.107620,-41.480911
1511,12.591667,-98.063087,173.061050,-41.753662
1512,12.600000,-97.071953,173.059830,-42.055996
1513,12.608333,-96.101944,173.239105,-42.440964
1514,12.616667,-95.163597,173.108307,-42.610863
1515,12.625000,-94.173592,173.169296,-43.039108
1516,12.633333,-93.131248,173.335999,-43.442558
1517,12.641667,-92.043716,173.371933,-43.775417
1518,12.650000,-90.981400,173.617859,-44.216431
1519,12.658333,-89.891052,173.548569,-44.528881
1520,12.666667,-88.978294,173.409775,-44.890232
1521,12.675000,-87.919617,173.314209,-45.201794
1522,12.683333,-86.903687,173.457047,-45.620815
1523,12.691667,-85.892708,173.385986,-45.956020
1524,12.700000,-84.948425,173.301590,-46.172993
1525,12.708333,-84.016975,173.340820,-46.597473
1526,12.716667,-82.985306,173.171082,-46.841362
1527,12.725000,-82.001198,173.420914,-47.225002
1528,12.733333,-81.074913,173.110046,-47.354458
1529,12.741667,-80.111542,173.269318,-47.662376
1530,12.750000,-79.112976,173.240768,-47.882599
1531,12.758333,-78.184288,173.370377,-48.177494
1532,12.766667,-77.390617,173.189301,-48.381886
1533,12.775000,-76.503670,173.209839,-48.607887
1534,12.783333,-75.722939,173.205780,-48.811020
1535,12.791667,-74.890854,173.057938,-48.979267
1536,12.800000,-74.030975,173.146973,-49.234016
1537,12.808333,-73.300461,173.059082,-49.355637
1538,12.816667,-72.459686,173.149704,-49.542107
1539,12.825000,-71.714272,173.154373,-49.639973
1540,12.833333,-70.910706,173.070496,-49.823593
1541,12.841667,-70.108406,173.252670,-50.037724
1542,12.850000,-69.436234,173.132812,-50.152710
1543,12.858333,-68.621017,173.032639,-50.293648
1544,12.866667,-67.904854,173.152054,-50.449932
1545,12.875000,-67.144585,173.007996,-50.625736
1546,12.883333,-66.400208,172.867569,-50.678532
1547,12.891667,-65.638039,173.026794,-50.915710
1548,12.900000,-64.779373,172.891769,-51.028522
1549,12.908333,-64.033539,172.705322,-51.129616
1550,12.916667,-63.180298,172.810242,-51.324425
1551,12.925000,-62.386391,172.640015,-51.367161
1552,12.933333,-61.571800,172.570358,-51.594212
1553,12.941667,-60.696003,172.433487,-51.704697
1554,12.950000,-59.921108,172.240204,-51.825184
1555,12.958333,-59.008591,172.088440,-51.974606
1556,12.966667,-58.239906,171.927353,-52.022102
1557,12.975000,-57.361622,171.628540,-52.206615
1558,12.983333,-56.505646,171.590485,-52.378288
1559,12.991667,-55.706776,171.235504,-52.430496
1560,13.000000,-54.836029,171.143372,-52.581230
1561,13.008333,-54.083492,171.110977,-52.638176
1562,13.016667,-53.243900,170.701782,-52.773998
1563,13.025000,-52.458893,170.657700,-52.974075
1564,13.033333,-51.754715,170.263855,-53.017471
1565,13.041667,-50.973789,170.031036,-53.200756
1566,13.050000,-50.329937,169.693192,-53.336430
1567,13.058333,-49.563938,169.461578,-53.486900
1568,13.066667,-48.931549,169.146225,-53.573399
1569,13.075000,-48.219223,169.040146,-53.720570
1570,13.083333,-47.596519,168.655029,-53.764389
1571,13.091667,-46.973881,168.492752,-53.865780
1572,13.100000,-46.310787,168.320618,-53.967739
1573,13.108333,-45.671337,168.127380,-54.024086
1574,13.116667,-45.043129,168.029861,-54.201950
1575,13.125000,-44.408001,167.880249,-54.246006
1576,13.133333,-43.806118,167.731720,-54.354858
1577,13.141667,-43.205780,167.579391,-54.443245
1578,13.150000,-42.519745,167.420303,-54.525913
1579,13.158333,-41.919033,167.286850,-54.581036
1580,13.166667,-41.339027,167.125626,-54.604256
1581,13.175000,-40.657715,167.002106,-54.774704
1582,13.183333,-40.075916,166.824951,-54.809612
1583,13.191667,-39.505901,166.803391,-55.013924
1584,13.200000,-38.848915,166.554596,-55.047291
1585,13.208333,-38.283367,166.265991,-55.171520
1586,13.216667,-37.734295,166.215164,-55.279945
1587,13.225000,-37.127094,165.932068,-55.231613
1588,13.233333,-36.493565,165.881332,-55.400669
1589,13.241667,-35.890278,165.946594,-55.428314
1590,13.250000,-35.279327,165.816528,-55.494511
1591,13.258333,-34.710545,165.707825,-55.508961
1592,13.266667,-34.193218,165.557846,-55.499088
1593,13.275000,-33.584503,165.386902,-55.663254
1594,13.283333,-33.068005,165.287750,-55.692787
1595,13.291667,-32.611183,165.157150,-55.899494
1596,13.300000,-32.155083,164.882568,-55.993961
1597,13.308333,-31.676147,164.601944,-56.050587
1598,13.316667,-31.168442,164.559143,-56.224365
1599,13.325000,-30.720602,164.496521,-56.305370
1600,13.333333,-30.191862,164.433182,-56.406288
1601,13.341667,-29.631189,164.335632,-56.432400
1602,13.350000,-29.116302,164.326126,-56.480858
1603,13.358333,-28.638796,164.319977,-56.556576
1604,13.366667,-28.066011,164.229538,-56.653954
1605,13.375000,-27.528118,164.171127,-56.768688
1606,13.383333,-27.039848,164.067917,-56.874687
1607,13.391667,-26.580790,164.011932,-56.977226
1608,13.400000,-26.024664,163.803421,-57.053303
1609,13.408333,-25.501265,163.755066,-57.168545
1610,13.416667,-24.983749,163.707932,-57.254734
1611,13.425000,-24.453686,163.631760,-57.262154
1612,13.433333,-23.854317,163.730240,-57.327599
1613,13.441667,-23.275043,163.811554,-57.381458
1614,13.450000,-22.736689,163.895020,-57.421577
1615,13.458333,-22.160160,163.846161,-57.409996
1616,13.466667,-21.675760,163.886429,-57.360668
1617,13.475000,-21.161720,164.030243,-57.538593
1618,13.483333,-20.613819,164.061264,-57.537758
1619,13.491667,-20.186413,163.809235,-57.494843
1620,13.500000,-19.634459,163.950211,-57.676361
1621,13.508333,-19.147610,164.019745,-57.690681
1622,13.516667,-18.639851,163.919907,-57.729752
1623,13.525000,-18.128035,163.953461,-57.757256
1624,13.533333,-17.666229,164.069321,-57.768547
1625,13.541667,-17.098501,164.016830,-57.814159
1626,13.550000,-16.604076,163.996124,-57.839722
1627,13.558333,-16.105938,163.997879,-57.832939
1628,13.566667,-15.528443,164.144745,-57.921307
1629,13.575000,-14.968105,164.240128,-57.931713
1630,13.583333,-14.412894,164.239944,-57.971024
1631,13.591667,-13.823989,164.089096,-57.965546
1632,13.600000,-13.244231,163.927322,-57.955978
1633,13.608333,-12.614947,164.018051,-58.039963
1634,13.616667,-11.991894,163.942825,-58.067539
1635,13.625000,-11.308005,163.780975,-58.080647
1636,13.633333,-10.622855,163.870331,-58.056736
1637,13.641667,-9.928556,163.668808,-58.061893
1638,13.650000,-9.190412,163.767502,-58.046776
1639,13.658333,-8.406127,163.535126,-58.063519
1640,13.666667,-7.631326,163.440002,-57.998913
1641,13.675000,-6.786661,163.365936,-58.015171
1642,13.683333,-6.012562,163.251175,-57.935047
1643,13.691667,-5.108593,163.041153,-57.944721
1644,13.700000,-4.239407,162.941391,-57.962460
1645,13.708333,-3.364136,162.790665,-57.935658
1646,13.716667,-2.547925,162.456451,-57.897305
1647,13.725000,-1.668418,162.110031,-57.865879
1648,13.733333,-0.882520,161.870773,-57.878281
1649,13.741667,-0.030934,161.379959,-57.827915
1650,13.750000,0.771366,161.207352,-57.835735
1651,13.758333,1.579934,160.844589,-57.660580
1652,13.766667,2.385282,160.618652,-57.731598
1653,13.775000,3.195208,160.230453,-57.547646
1654,13.783333,3.981280,160.152374,-57.597469
1655,13.791667,4.743428,159.798523,-57.398788
1656,13.800000,5.518118,159.676392,-57.413338
1657,13.808333,6.240616,159.366577,-57.244415
1658,13.816667,6.941123,159.283188,-57.238659
1659,13.825000,7.624444,159.049240,-57.130093
1660,13.833333,8.267769,158.796021,-57.049774
1661,13.841667,8.961011,158.605377,-56.980362
1662,13.850000,9.501184,158.261627,-56.815987
1663,13.858333,10.119747,158.179321,-56.729465
1664,13.866667,10.769898,158.158203,-56.580276
1665,13.875000,11.271772,157.762161,-56.376034
1666,13.883333,11.920969,157.670410,-56.343441
1667,13.891667,12.472846,157.564514,-56.222588
1668,13.900000,12.929574,157.342957,-56.082771
1669,13.908333,13.496201,157.289612,-56.017769
1670,13.916667,13.989903,157.200302,-55.936813
1671,13.925000,14.426536,156.862442,-55.757908
1672,13.933333,14.917817,156.763245,-55.711735
1673,13.941667,15.439647,156.891754,-55.588741
1674,13.950000,15.792163,156.699188,-55.458683
1675,13.958333,16.169123,156.336945,-55.248867
1676,13.966667,16.559456,156.390823,-55.269993
1677,13.975000,16.989693,156.598251,-55.229576
1678,13.983333,17.308722,156.334320,-55.065197
1679,13.991667,17.598402,156.191666,-54.915260
1680,14.000000,17.910107,156.007034,-54.753014
1681,14.008333,18.260330,156.179306,-54.757874
1682,14.016667,18.599535,156.306931,-54.733883
1683,14.025000,18.878284,156.052704,-54.587856
1684,14.033333,19.123991,155.970261,-54.387966
1685,14.041667,19.340170,155.672623,-54.222439
1686,14.050000,19.507296,155.549728,-54.142220
1687,14.058333,19.666821,155.448029,-54.058815
1688,14.066667,19.873793,155.544907,-54.103279
1689,14.075000,20.083920,155.388794,-53.953129
1690,14.083333,20.251890,155.430145,-53.851185
1691,14.091667,20.462420,155.649780,-53.741371
1692,14.100000,20.583323,155.713409,-53.547962
1693,14.108333,20.720274,155.827560,-53.355774
1694,14.116667,20.873028,156.026154,-53.085457
1695,14.125000,21.003571,155.994217,-52.858486
1696,14.133333,21.131926,156.017242,-52.637196
1697,14.141667,21.250498,156.058350,-52.434597
1698,14.150000,21.359312,156.123596,-52.234081
1699,14.158333,21.476219,156.277618,-51.953857
1700,14.166667,21.573154,156.376602,-51.735344
1701,14.175000,21.649239,156.576782,-51.556458
1702,14.183333,21.850925,156.774582,-51.443577
1703,14.191667,21.969774,156.914780,-51.229027
1704,14.200000,22.077328,156.971878,-50.991001
1705,14.208333,22.188171,157.038269,-50.737988
1706,14.216667,22.281456,157.103516,-50.513096
1707,14.225000,22.361399,157.203659,-50.291279
1708,14.233333,22.422653,157.311050,-50.054089
1709,14.241667,22.512022,157.296875,-49.791027
1710,14.250000,22.605249,157.376556,-49.528618
1711,14.258333,22.760590,157.642456,-49.286983
1712,14.266667,22.842735,157.641846,-48.991875
