Format Version,1.25,Take Name,Take 2026-01-05 06.23.38 PM,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-01-05 06.23.39.046 下午,Capture Start Frame,526605,Total Frames in Take,2426,Total Exported Frames,2426,Rotation Type,Quaternion,Length Units,Millimeters,Coordinate Space,Global

,Type,Marker,Marker,Marker
,Name,Unlabeled 1175,Unlabeled 1175,Unlabeled 1175
,ID,"22B:C34CB1E4EA1611F0","22B:C34CB1E4EA1611F0","22B:C34CB1E4EA1611F0"
,Parent,,,
,,Position,Position,Position
Frame,Time (Seconds),X,Y,Z
565,4.708333,4.283623,142.668198,233.120529
566,4.716667,3.966228,142.689270,233.081741
567,4.725000,3.637250,142.608292,233.113571
568,4.733333,3.358459,142.960022,232.892944
569,4.741667,3.158337,143.063461,232.851944
570,4.750000,2.949624,143.156830,232.804825
571,4.758333,2.718829,143.319489,232.746201
572,4.766667,2.386561,143.730148,232.469971
573,4.775000,1.997028,143.767090,232.466614
574,4.783333,1.617121,143.744720,232.475525
575,4.791667,1.268225,144.178329,232.279144
576,4.800000,0.988691,144.260727,232.214386
577,4.808333,0.622040,144.582596,231.951218
578,4.816667,0.146253,144.843201,231.827423
579,4.825000,-0.258023,144.712326,231.913696
580,4.833333,-0.583552,144.759491,231.868759
581,4.841667,-1.112352,145.340759,231.430695
582,4.850000,-1.643243,145.298065,231.401443
583,4.858333,-2.190869,145.278503,231.380585
584,4.866667,-2.736525,145.697342,230.980591
585,4.875000,-3.359962,146.035400,230.757202
586,4.883333,-3.900457,145.790878,230.900482
587,4.891667,-4.453650,146.382080,230.484558
588,4.900000,-5.012404,146.475342,230.442261
589,4.908333,-5.612955,146.496368,230.549408
590,4.916667,-6.190610,147.150894,230.150787
591,4.925000,-6.825359,147.514786,230.024673
592,4.933333,-7.467026,147.490662,230.048752
593,4.941667,-8.040030,148.028320,229.676163
594,4.950000,-8.589899,147.851746,229.746155
595,4.958333,-9.238165,148.094879,229.571976
596,4.966667,-9.731709,148.394882,229.336365
597,4.975000,-10.322848,148.577774,229.324570
598,4.983333,-10.852969,148.610107,229.279617
599,4.991667,-11.330283,149.071945,228.952652
600,5.000000,-11.709592,149.091125,228.923294
601,5.008333,-12.222457,148.656311,229.229202
602,5.016667,-12.679250,149.257721,228.834503
603,5.025000,-13.034986,149.517471,228.637878
604,5.033333,-13.370852,149.687576,228.533875
605,5.041667,-13.761271,149.648911,228.592041
606,5.050000,-14.196004,149.869217,228.497665
607,5.058333,-14.484984,150.125870,228.330322
608,5.066667,-14.781370,150.485443,228.087997
609,5.075000,-15.013174,150.534302,228.032394
610,5.083333,-15.251347,150.505325,228.017120
611,5.091667,-15.557828,150.293121,228.110733
612,5.100000,-15.973386,150.571457,227.861557
613,5.108333,-16.243698,150.777527,227.600632
614,5.116667,-16.442707,150.753296,227.525864
615,5.125000,-16.646023,150.740463,227.441498
616,5.133333,-16.866718,150.872482,227.298538
617,5.141667,-17.215425,151.046951,226.997894
618,5.150000,-17.530800,151.114792,226.849655
619,5.158333,-17.858421,150.946747,226.862625
620,5.166667,-18.123463,151.007721,226.724960
621,5.175000,-18.387218,151.081665,226.576584
622,5.183333,-18.763681,151.396164,226.212738
623,5.191667,-19.160231,151.288773,226.158203
624,5.200000,-19.547962,151.157501,226.174896
625,5.208333,-19.829922,151.247467,226.052689
626,5.216667,-20.102955,151.353134,225.941620
627,5.225000,-20.425640,151.775269,225.588837
628,5.233333,-20.805450,152.139923,225.381561
629,5.241667,-21.062752,152.111832,225.366257
630,5.250000,-21.373154,151.880966,225.471176
631,5.258333,-21.589487,151.892960,225.369659
632,5.266667,-21.882128,152.351685,224.816116
633,5.275000,-22.143438,152.636963,224.499878
634,5.283333,-22.338037,152.659729,224.352844
635,5.291667,-22.539286,152.599426,224.241287
636,5.300000,-22.807095,152.371109,224.226318
637,5.308333,-23.116728,152.632889,223.830399
638,5.316667,-23.459822,152.674622,223.580582
639,5.325000,-23.620396,152.366074,223.435013
640,5.333333,-23.792812,152.295532,223.077316
641,5.341667,-23.970661,152.236481,222.839020
642,5.350000,-24.212450,152.478378,222.363403
643,5.358333,-24.396851,152.493881,222.065445
644,5.366667,-24.555555,152.514343,221.820480
645,5.375000,-24.790804,152.342773,221.717331
646,5.383333,-24.963657,152.138245,221.501007
647,5.391667,-25.290815,152.567307,220.962372
648,5.400000,-25.615084,152.547089,220.725922
649,5.408333,-25.823187,152.481384,220.529572
650,5.416667,-26.036694,152.437256,220.308670
651,5.425000,-26.334866,152.747223,219.840179
652,5.433333,-26.638947,153.097107,219.240341
653,5.441667,-26.937811,152.969666,219.120529
654,5.450000,-27.213049,152.865982,218.985291
655,5.458333,-27.532372,153.125534,218.584824
656,5.466667,-27.952393,153.348801,218.242706
657,5.475000,-28.195282,153.394882,217.986298
658,5.483333,-28.442900,153.375229,217.636902
659,5.491667,-28.790237,153.521088,217.185410
660,5.500000,-29.209190,153.447205,216.929855
661,5.508333,-29.565588,153.354401,216.698090
662,5.516667,-30.018684,153.404846,216.346344
663,5.525000,-30.357092,153.472458,215.824173
664,5.533333,-30.702547,153.470947,215.501724
665,5.541667,-31.182827,153.479919,215.149338
666,5.550000,-31.671562,153.289810,214.898788
667,5.558333,-32.004543,153.138077,214.477798
668,5.566667,-32.434345,153.464142,213.890793
669,5.575000,-32.909397,153.519028,213.479248
670,5.583333,-33.309090,153.221283,213.307693
671,5.591667,-33.825466,153.274780,212.800598
672,5.600000,-34.260742,153.492065,212.276459
673,5.608333,-34.623234,153.342041,212.005402
674,5.616667,-35.113121,153.192291,211.647491
675,5.625000,-35.598866,152.937698,211.328079
676,5.633333,-35.960793,152.899765,211.004395
677,5.641667,-36.392654,153.120987,210.435486
678,5.650000,-36.809814,152.931580,210.188507
679,5.658333,-37.185696,152.703888,209.876862
680,5.666667,-37.703384,153.006424,209.248322
681,5.675000,-37.999714,152.827271,209.011337
682,5.683333,-38.271835,152.649857,208.597702
683,5.691667,-38.713718,152.657166,208.193710
684,5.700000,-39.039654,152.428452,207.863632
685,5.708333,-39.433796,151.994202,207.721771
686,5.716667,-39.743946,152.073868,207.100632
687,5.725000,-40.049496,152.005920,206.637329
688,5.733333,-40.320381,151.871170,206.286469
689,5.741667,-40.542030,151.621902,205.874634
690,5.750000,-40.943230,151.446396,205.562057
691,5.758333,-41.201275,151.206512,205.211090
692,5.766667,-41.531380,150.786835,205.051422
693,5.775000,-41.747490,150.617615,204.596817
694,5.783333,-42.053272,150.761658,204.026749
695,5.791667,-42.319778,150.808594,203.585083
696,5.800000,-42.515717,150.613663,203.178711
697,5.808333,-42.791447,150.274826,203.058090
698,5.816667,-43.010796,150.169769,202.678696
699,5.825000,-43.232090,150.082886,202.349060
700,5.833333,-43.417507,149.919678,202.007202
701,5.841667,-43.638584,149.635696,201.854340
702,5.850000,-43.797741,149.492783,201.590073
703,5.858333,-44.022705,149.696991,201.119919
704,5.866667,-44.239853,149.941132,200.649078
705,5.875000,-44.299801,149.534866,200.385101
706,5.883333,-44.436165,149.416885,200.091339
707,5.891667,-44.575024,149.240494,199.867035
708,5.900000,-44.745159,149.254074,199.456299
709,5.908333,-44.879398,149.198868,198.960205
710,5.916667,-45.069496,149.214294,198.558029
711,5.925000,-45.239063,148.944244,198.372406
712,5.933333,-45.300121,148.491257,198.228256
713,5.941667,-45.411407,148.265930,197.915909
714,5.950000,-45.568314,148.194504,197.569794
715,5.958333,-45.725048,148.149796,197.221344
716,5.966667,-45.897087,148.245819,196.807266
717,5.975000,-46.041809,148.105087,196.563309
718,5.983333,-46.191853,147.541550,196.427048
719,5.991667,-46.341064,147.433243,196.159500
720,6.000000,-46.527317,147.470093,195.813751
721,6.008333,-46.699688,147.466080,195.470016
722,6.016667,-46.843719,147.427216,194.996597
723,6.025000,-46.966961,147.315796,194.764465
724,6.033333,-47.095230,147.161713,194.559326
725,6.041667,-47.236889,147.032364,194.353561
726,6.050000,-47.400684,147.090134,194.020264
727,6.058333,-47.601364,146.772583,193.765167
728,6.066667,-47.808258,146.660660,193.481735
729,6.075000,-47.987522,146.491425,193.290573
730,6.083333,-48.172749,146.384186,193.082336
731,6.091667,-48.425270,146.095276,192.991837
732,6.100000,-48.613956,146.207443,192.487503
733,6.108333,-48.835789,146.413467,192.073624
734,6.116667,-48.987598,146.322784,191.882080
735,6.125000,-49.162746,146.138062,191.699051
736,6.133333,-49.307289,145.839264,191.557159
737,6.141667,-49.474941,145.670532,191.209915
738,6.150000,-49.800774,145.550095,190.965881
739,6.158333,-50.048542,145.321747,190.763809
740,6.166667,-50.327061,144.965683,190.708588
741,6.175000,-50.519375,144.730682,190.500290
742,6.183333,-50.713696,144.691986,190.046539
743,6.191667,-50.930775,144.661514,189.734009
744,6.200000,-51.198902,144.727386,189.365128
745,6.208333,-51.334778,144.288345,189.264740
746,6.216667,-51.583282,143.879944,189.103317
747,6.225000,-51.823692,143.584061,188.949905
748,6.233333,-52.130394,143.348587,188.738647
749,6.241667,-52.387871,143.355515,188.379486
750,6.250000,-52.559937,143.100662,188.209961
751,6.258333,-52.692642,142.875351,187.872482
752,6.266667,-52.828289,142.426483,187.783051
753,6.275000,-52.980057,142.159653,187.617966
754,6.283333,-53.132050,142.056564,187.369019
755,6.291667,-53.354172,141.699539,187.133133
756,6.300000,-53.559692,141.522385,186.893768
757,6.308333,-53.726276,141.195221,186.805740
758,6.316667,-53.956432,140.738785,186.838989
759,6.325000,-54.094452,140.474030,186.730820
760,6.333333,-54.150356,140.148621,186.517212
761,6.341667,-54.252140,139.949036,186.414673
762,6.350000,-54.342392,139.845306,186.317810
763,6.358333,-54.440659,139.834030,186.170303
764,6.366667,-54.521099,139.794739,186.074448
765,6.375000,-54.604359,139.838242,185.961761
766,6.383333,-54.685513,139.818268,185.909103
767,6.391667,-54.772636,139.837189,185.844696
768,6.400000,-54.861740,139.898026,185.782837
769,6.408333,-55.019417,139.782227,185.847534
770,6.416667,-55.143597,139.826508,185.811554
771,6.425000,-55.293655,139.830170,185.805786
772,6.433333,-55.442070,139.822922,185.793579
773,6.441667,-55.674141,139.671387,185.905777
774,6.450000,-55.840023,139.639511,185.878769
775,6.458333,-56.006615,139.675690,185.783859
776,6.466667,-56.217731,139.812210,185.600052
777,6.475000,-56.431175,139.863571,185.472305
778,6.483333,-56.697456,139.729874,185.375412
779,6.491667,-56.974091,139.563995,185.378662
780,6.500000,-57.281788,139.339600,185.433212
781,6.508333,-57.510025,139.317154,185.367371
782,6.516667,-57.746758,139.399506,185.212646
783,6.525000,-58.003826,139.437653,185.086868
784,6.533333,-58.320721,139.310989,185.098755
785,6.541667,-58.612122,139.165894,185.096207
786,6.550000,-58.956474,138.862747,185.185165
787,6.558333,-59.211075,138.752029,185.110931
788,6.566667,-59.475426,138.720261,184.957657
789,6.575000,-59.733868,138.701736,184.663376
790,6.583333,-60.114475,138.383530,184.729477
791,6.591667,-60.434906,138.082291,184.767029
792,6.600000,-60.669804,137.915100,184.691925
793,6.608333,-60.900883,137.800751,184.618790
794,6.616667,-61.139835,137.762894,184.486389
795,6.625000,-61.425457,137.610733,184.417450
796,6.633333,-61.681023,137.450912,184.355560
797,6.641667,-61.990120,137.143082,184.444778
798,6.650000,-62.164867,137.057770,184.251419
799,6.658333,-62.369595,136.985992,184.169983
800,6.666667,-62.570164,136.935150,184.060303
801,6.675000,-62.797138,136.930573,183.905396
802,6.683333,-63.043327,136.782928,183.906830
803,6.691667,-63.214317,136.698563,183.883987
804,6.700000,-63.361450,136.618820,183.884491
805,6.708333,-63.536190,136.404709,184.007828
806,6.716667,-63.633934,136.336655,183.996704
807,6.725000,-63.722282,136.248550,183.985596
808,6.733333,-63.802017,136.158997,183.971939
809,6.741667,-63.879631,136.078171,183.944702
810,6.750000,-63.952366,135.987915,183.917282
811,6.758333,-64.032089,135.868713,183.896912
812,6.766667,-64.074699,135.774612,183.719101
813,6.775000,-64.126389,135.651855,183.688889
814,6.783333,-64.151611,135.605728,183.658279
815,6.791667,-64.167381,135.537445,183.647934
816,6.800000,-64.175835,135.468857,183.636322
817,6.808333,-64.166077,135.377182,183.624695
818,6.816667,-64.169724,135.270309,183.610397
819,6.825000,-64.163048,135.136139,183.601044
820,6.833333,-64.165329,135.001282,183.573074
821,6.841667,-64.176399,134.838516,183.544418
822,6.850000,-64.176704,134.546844,183.527786
823,6.858333,-64.196053,134.350098,183.471817
824,6.866667,-64.214851,134.109283,183.409698
825,6.875000,-64.228218,133.849274,183.330536
826,6.883333,-64.196098,133.481171,183.187515
827,6.891667,-64.207870,133.255539,183.132050
828,6.900000,-64.214401,133.081177,183.041183
829,6.908333,-64.268799,132.929535,182.921524
830,6.916667,-64.327919,132.782654,182.789169
831,6.925000,-64.379715,132.591751,182.664627
832,6.933333,-64.439247,132.436142,182.542068
833,6.941667,-64.524719,132.216034,182.314987
834,6.950000,-64.686165,131.960297,182.336273
835,6.958333,-64.786591,131.793732,182.287674
836,6.966667,-64.896141,131.665222,182.216110
837,6.975000,-64.994896,131.539185,182.165115
838,6.983333,-65.155663,131.338516,182.228409
839,6.991667,-65.241356,131.464249,182.155670
840,7.000000,-65.306908,131.719559,182.077316
841,7.008333,-65.364983,132.067535,182.027695
842,7.016667,-65.404945,132.437149,181.997559
843,7.025000,-65.431023,132.806458,182.023804
844,7.033333,-65.464836,133.129059,182.013687
845,7.041667,-65.574783,133.502472,181.997284
846,7.050000,-65.677170,133.680954,181.884720
847,7.058333,-65.801132,133.874023,181.574585
848,7.066667,-65.910309,133.900909,181.459930
849,7.075000,-65.979279,133.888016,181.385590
850,7.083333,-65.992538,133.896011,181.331818
851,7.091667,-66.045105,133.856781,181.260376
852,7.100000,-66.092323,133.806351,181.207581
853,7.108333,-66.138054,133.718216,181.173691
854,7.116667,-66.187172,133.625793,181.127014
855,7.125000,-66.225250,133.531281,181.083755
856,7.133333,-66.257004,133.509979,181.033295
857,7.141667,-66.282509,133.494522,180.989822
858,7.150000,-66.285103,133.422089,180.965698
859,7.158333,-66.287506,133.443939,180.907822
860,7.166667,-66.283966,133.426239,180.867325
861,7.175000,-66.273956,133.406006,180.819397
862,7.183333,-66.256332,133.357986,180.782501
863,7.191667,-66.230423,133.293289,180.755600
864,7.200000,-66.191338,133.249039,180.735977
865,7.208333,-66.144920,133.250137,180.716690
866,7.216667,-66.082413,133.231918,180.714493
867,7.225000,-66.029083,133.200317,180.711502
868,7.233333,-65.974091,133.188477,180.689972
869,7.241667,-65.913223,133.176651,180.685883
870,7.250000,-65.858574,133.130798,180.682083
871,7.258333,-65.803505,133.130936,180.642761
872,7.266667,-65.744102,133.072418,180.631165
873,7.275000,-65.700203,133.059204,180.618774
874,7.283333,-65.639786,133.089096,180.582367
875,7.291667,-65.488525,133.318634,180.396408
876,7.300000,-65.427704,133.312103,180.377350
877,7.308333,-65.371246,133.343506,180.344833
878,7.316667,-65.314278,133.369019,180.319504
879,7.325000,-65.256645,133.400894,180.287506
880,7.333333,-65.199837,133.450287,180.248917
881,7.341667,-65.143394,133.511108,180.233322
882,7.350000,-65.031845,133.699585,180.142303
883,7.358333,-64.982460,133.731049,180.148621
884,7.366667,-64.946198,133.741653,180.163300
885,7.375000,-64.924194,133.738342,180.158005
886,7.383333,-64.909004,133.738983,180.138824
887,7.391667,-64.911484,133.689941,180.149323
888,7.400000,-64.915077,133.689117,180.146362
889,7.408333,-64.922943,133.692352,180.132675
890,7.416667,-64.931969,133.710617,180.137405
891,7.425000,-64.945702,133.738785,180.160538
892,7.433333,-64.969055,133.774551,180.157272
893,7.441667,-65.000687,133.791000,180.157822
894,7.450000,-65.037422,133.832138,180.164017
895,7.458333,-65.064148,133.864182,180.187790
896,7.466667,-65.145599,133.760483,180.323654
897,7.475000,-65.188385,133.760818,180.396225
898,7.483333,-65.238007,133.763824,180.452682
899,7.491667,-65.310257,133.782974,180.504700
900,7.500000,-65.389191,133.815155,180.556412
901,7.508333,-65.471153,133.810410,180.603027
902,7.516667,-65.647011,133.665695,180.759644
903,7.525000,-65.733932,133.740601,180.771881
904,7.533333,-65.819061,133.864853,180.788895
905,7.541667,-65.904587,133.922882,180.838013
906,7.550000,-65.991722,134.093994,180.856247
907,7.558333,-66.056870,134.187805,180.920380
908,7.566667,-66.125511,134.295502,180.992706
909,7.575000,-66.217690,134.364304,181.090363
910,7.583333,-66.304283,134.385117,181.208221
911,7.591667,-66.409645,134.536987,181.273361
912,7.600000,-66.605034,134.518372,181.598160
913,7.608333,-66.745728,134.672943,181.707275
914,7.616667,-66.963669,134.605484,181.977142
915,7.625000,-67.083885,134.741226,182.107407
916,7.633333,-67.181870,134.841171,182.249863
917,7.641667,-67.293686,134.996475,182.362747
918,7.650000,-67.409462,135.102051,182.492371
919,7.658333,-67.580345,135.358261,182.580185
920,7.666667,-67.786087,135.365967,182.825546
921,7.675000,-67.996864,135.322174,183.131607
922,7.683333,-68.292847,135.234924,183.415848
923,7.691667,-68.466972,135.344513,183.530487
924,7.700000,-68.656853,135.586258,183.555923
925,7.708333,-68.827843,135.682236,183.733353
926,7.716667,-69.016777,135.744064,183.939850
927,7.725000,-69.331184,135.705933,184.269577
928,7.733333,-69.665764,135.754684,184.544434
929,7.741667,-69.876984,135.868500,184.869263
930,7.750000,-70.078331,135.985352,185.071899
931,7.758333,-70.299789,136.233139,185.245316
932,7.766667,-70.644150,136.316895,185.582855
933,7.775000,-70.973038,136.207840,185.959229
934,7.783333,-71.215210,136.271149,186.188553
935,7.791667,-71.509781,136.580032,186.439377
936,7.800000,-71.862938,136.617188,186.725113
937,7.808333,-72.257935,136.472824,187.167313
938,7.816667,-72.524368,136.799881,187.214462
939,7.825000,-72.772873,137.098755,187.344711
940,7.833333,-73.063690,137.187012,187.724426
941,7.841667,-73.358955,137.573868,188.033112
942,7.850000,-73.664299,137.570511,188.466995
943,7.858333,-73.824211,137.884384,188.724380
944,7.866667,-74.038750,138.484955,188.893738
945,7.875000,-74.221191,138.841431,189.281754
946,7.883333,-74.492393,138.928101,189.704437
947,7.891667,-74.802834,139.138519,190.110352
948,7.900000,-74.909416,139.749207,190.254379
949,7.908333,-75.115387,140.030151,190.703003
950,7.916667,-75.249550,140.603165,190.878540
951,7.925000,-75.377335,141.099731,191.111130
952,7.933333,-75.507149,141.471863,191.462601
953,7.941667,-75.752403,141.660065,191.819336
954,7.950000,-76.055573,141.827911,192.163193
955,7.958333,-76.207932,142.059616,192.329514
956,7.966667,-76.408905,142.247986,192.660583
957,7.975000,-76.610947,142.593246,192.782349
958,7.983333,-76.821007,142.937668,192.844849
959,7.991667,-77.137115,142.868942,193.182419
960,8.000000,-77.457718,142.838379,193.466019
961,8.008333,-77.717178,143.256058,193.473831
962,8.016667,-77.965271,143.633865,193.524536
963,8.025000,-78.262123,144.209595,193.644882
964,8.033333,-78.600906,144.263306,193.928360
965,8.041667,-78.960266,144.239471,194.275406
966,8.050000,-79.213844,144.632584,194.382767
967,8.058333,-79.497360,145.098541,194.450867
968,8.066667,-79.860344,145.167725,194.776245
969,8.075000,-80.355515,145.356354,195.164673
970,8.083333,-80.682373,145.842163,195.167526
971,8.091667,-81.061562,146.439972,195.089081
972,8.100000,-81.494736,146.405457,195.376572
973,8.108333,-81.946075,146.452606,195.636124
974,8.116667,-82.289925,146.899887,195.621811
975,8.125000,-82.718987,147.200668,195.737473
976,8.133333,-83.293419,147.414902,195.963409
977,8.141667,-83.616432,147.690140,196.045700
978,8.150000,-83.959572,148.119308,196.021332
979,8.158333,-84.384628,148.313171,196.199509
980,8.166667,-84.846916,148.421265,196.368317
981,8.175000,-85.229851,149.038498,196.175339
982,8.183333,-85.594429,149.393311,196.151337
983,8.191667,-86.064484,149.525696,196.304840
984,8.200000,-86.512207,149.561081,196.446747
985,8.208333,-86.893913,150.275482,196.111435
986,8.216667,-87.342178,150.384521,196.214767
987,8.225000,-87.798218,150.531540,196.272156
988,8.233333,-88.278938,150.728363,196.447723
989,8.241667,-88.697823,151.420456,196.167526
990,8.250000,-89.220459,151.518982,196.243393
991,8.258333,-89.757339,151.617645,196.399750
992,8.266667,-90.193604,152.093079,196.276031
993,8.275000,-90.819008,152.673050,196.149353
994,8.283333,-91.387527,152.809006,196.279938
995,8.291667,-91.891754,153.381653,196.158295
996,8.300000,-92.650314,153.632172,196.276215
997,8.308333,-93.177963,154.262329,196.147476
998,8.316667,-93.854416,154.628876,196.233368
999,8.325000,-94.541748,155.286179,196.057053
1000,8.333333,-95.247696,155.558945,196.136459
1001,8.341667,-96.087715,155.968353,196.193451
1002,8.350000,-96.802017,156.467697,196.072861
1003,8.358333,-97.610283,156.624252,196.187317
1004,8.366667,-98.394463,157.189377,195.937576
1005,8.375000,-99.263168,157.329193,195.993668
1006,8.383333,-100.132545,157.769897,195.754639
1007,8.391667,-100.992256,157.807800,195.775574
1008,8.400000,-101.895248,158.165115,195.432236
1009,8.408333,-102.693329,158.470383,195.289291
1010,8.416667,-103.653702,158.655716,195.158600
1011,8.425000,-104.416054,158.952484,195.007767
1012,8.433333,-105.415482,159.074966,194.922501
1013,8.441667,-106.199646,159.387878,194.757568
1014,8.450000,-107.098137,159.613312,194.565918
1015,8.458333,-107.903603,159.745895,194.452377
1016,8.466667,-108.809433,160.044388,194.181915
1017,8.475000,-109.639832,159.994858,194.056030
1018,8.483333,-110.466400,160.254471,193.579926
1019,8.491667,-111.416397,160.239334,193.341202
1020,8.500000,-112.254112,160.218918,193.115204
1021,8.508333,-113.254005,160.105392,192.983444
1022,8.516667,-113.959267,160.356644,192.465225
1023,8.525000,-114.928146,160.311874,192.227737
1024,8.533333,-115.829674,160.187958,192.117249
1025,8.541667,-116.795494,160.374939,191.747528
1026,8.550000,-117.663284,160.133881,191.559250
1027,8.558333,-118.577690,160.386856,191.112839
1028,8.566667,-119.674522,160.287659,190.922012
1029,8.575000,-120.552940,160.205704,190.808655
1030,8.583333,-121.557945,160.352005,190.492020
1031,8.591667,-122.479057,160.298508,190.261826
1032,8.600000,-123.368965,160.682541,189.809769
1033,8.608333,-124.411438,160.384460,189.908295
1034,8.616667,-125.295464,160.739578,189.554657
1035,8.625000,-126.222565,160.804337,189.381760
1036,8.633333,-127.078903,160.900208,189.134811
1037,8.641667,-127.933189,161.112564,188.822540
1038,8.650000,-128.891617,161.037323,188.715866
1039,8.658333,-129.770172,161.417419,188.303787
1040,8.666667,-130.738724,160.994690,188.441269
1041,8.675000,-131.613632,161.363129,188.046310
1042,8.683333,-132.417480,161.243515,187.880005
1043,8.691667,-133.341705,161.423721,187.611710
1044,8.700000,-134.108597,161.570938,187.435242
1045,8.708333,-134.978180,161.732834,187.236176
1046,8.716667,-135.724365,161.844940,187.131653
1047,8.725000,-136.550705,162.179749,186.838196
1048,8.733333,-137.272522,162.046967,186.843155
1049,8.741667,-138.056839,162.301315,186.463455
1050,8.750000,-138.778366,162.359924,186.267471
1051,8.758333,-139.599014,162.294861,186.175522
1052,8.766667,-140.302032,162.576462,185.878738
1053,8.775000,-141.099823,162.495209,185.884857
1054,8.783333,-141.872208,162.820312,185.545135
1055,8.791667,-142.604279,162.698746,185.518997
1056,8.800000,-143.317230,163.115982,185.000854
1057,8.808333,-144.050644,163.089417,184.984085
1058,8.816667,-144.773941,163.398163,184.671936
1059,8.825000,-145.466049,163.505829,184.535309
1060,8.833333,-146.235489,163.579269,184.389755
1061,8.841667,-146.838470,163.995850,184.008362
1062,8.850000,-147.560349,163.932480,183.927505
1063,8.858333,-148.232010,164.307983,183.391830
1064,8.866667,-148.971802,164.080795,183.360870
1065,8.875000,-149.664322,164.433075,182.897247
1066,8.883333,-150.357101,164.303345,182.770187
1067,8.891667,-151.007889,164.502823,182.208542
1068,8.900000,-151.597076,164.455002,181.920914
1069,8.908333,-152.320450,164.457840,181.580719
1070,8.916667,-152.942566,164.370224,181.319717
1071,8.925000,-153.487946,164.494904,180.861969
1072,8.933333,-154.066376,164.568726,180.471863
1073,8.941667,-154.543289,164.630600,180.160202
1074,8.950000,-155.041901,164.969040,179.603195
1075,8.958333,-155.565201,164.915787,179.415741
1076,8.966667,-155.986725,165.069000,178.948273
1077,8.975000,-156.399704,165.389069,178.425888
1078,8.983333,-156.751541,165.517624,178.080261
1079,8.991667,-157.245804,165.609329,177.735535
1080,9.000000,-157.615936,165.832184,177.169510
1081,9.008333,-157.959702,165.926468,176.816498
1082,9.016667,-158.331650,166.455475,176.129395
1083,9.025000,-158.770676,166.378265,175.876205
1084,9.033333,-159.119415,166.341919,175.455307
1085,9.041667,-159.558380,166.780914,174.768723
1086,9.050000,-159.916016,166.808701,174.359909
1087,9.058333,-160.303299,166.704514,174.035385
1088,9.066667,-160.717712,166.965454,173.389969
1089,9.075000,-161.073212,167.018372,173.009003
1090,9.083333,-161.394958,167.106857,172.631012
1091,9.091667,-161.786087,167.396240,172.121414
1092,9.100000,-161.971603,167.681686,171.558624
1093,9.108333,-162.223969,167.864777,171.169601
1094,9.116667,-162.579712,168.092987,170.742081
1095,9.125000,-162.863022,168.253647,170.336594
1096,9.133333,-163.137360,168.380600,169.944290
1097,9.141667,-163.427628,168.597763,169.317932
1098,9.150000,-163.728485,168.705795,168.850540
1099,9.158333,-163.989182,168.671432,168.477295
1100,9.166667,-164.275803,168.962631,167.748215
1101,9.175000,-164.630478,169.109406,167.303345
1102,9.183333,-164.872620,169.091415,166.941711
1103,9.191667,-165.096466,169.085510,166.518188
1104,9.200000,-165.349625,169.359009,165.804611
1105,9.208333,-165.576950,169.402344,165.381271
1106,9.216667,-165.808594,169.529144,164.902573
1107,9.225000,-166.050629,169.727051,164.158340
1108,9.233333,-166.294022,169.784805,163.695496
1109,9.241667,-166.613602,169.599655,163.431076
1110,9.250000,-166.859528,170.069046,162.598953
1111,9.258333,-167.070862,169.990906,162.174149
1112,9.266667,-167.283325,170.037628,161.721268
1113,9.275000,-167.528320,170.200958,161.171570
1114,9.283333,-167.773972,170.315613,160.517044
1115,9.291667,-168.019135,170.260544,160.099075
1116,9.300000,-168.284760,170.471878,159.480209
1117,9.308333,-168.565063,170.725281,158.709183
1118,9.316667,-168.962967,170.372742,158.457779
1119,9.325000,-169.299622,170.447571,157.904846
1120,9.333333,-169.634827,170.561203,157.231155
1121,9.341667,-169.957397,170.642303,156.762131
1122,9.350000,-170.287643,170.941055,156.113403
1123,9.358333,-170.569077,171.061020,155.522629
1124,9.366667,-170.974609,170.959183,155.291489
1125,9.375000,-171.289917,171.636459,154.549088
1126,9.383333,-171.569870,171.685608,154.184860
1127,9.391667,-171.858185,171.688644,153.709961
1128,9.400000,-172.225952,172.291153,152.944000
1129,9.408333,-172.566177,172.151047,152.573425
1130,9.416667,-173.080765,171.943573,152.102921
1131,9.425000,-173.498093,172.032150,151.548477
1132,9.433333,-173.918900,171.988678,151.075623
1133,9.441667,-174.326691,172.094910,150.305740
1134,9.450000,-174.845963,171.765533,150.077728
1135,9.458333,-175.235840,171.972870,149.471176
1136,9.466667,-175.578644,172.182159,148.801682
1137,9.475000,-175.878326,172.069809,148.474655
1138,9.483333,-176.170258,172.304474,147.970474
1139,9.491667,-176.579697,172.310440,147.517258
1140,9.500000,-176.880692,172.355591,147.125854
1141,9.508333,-177.173813,172.571304,146.642914
1142,9.516667,-177.469818,172.727646,146.155197
1143,9.525000,-177.712738,172.741440,145.643036
1144,9.533333,-177.974747,172.920410,145.156967
1145,9.541667,-178.340393,173.024384,144.759750
1146,9.550000,-178.542480,173.030304,144.419785
1147,9.558333,-178.709427,172.983536,143.962906
1148,9.566667,-178.911209,173.228729,143.380295
1149,9.575000,-179.090866,173.417175,142.901169
1150,9.583333,-179.260773,173.440842,142.413742
1151,9.591667,-179.444305,173.533524,141.931931
1152,9.600000,-179.644592,173.775314,141.343597
1153,9.608333,-179.844650,173.825348,140.911255
